Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
../lw_dataset/IMG/robocam_2018_01_19_17_52_13_174.jpg;-0.1372303;0;0;0;99.66998;85.58902;0.0002433991;181.4458;-3.208844E-05
../lw_dataset/IMG/robocam_2018_01_19_17_52_13_242.jpg;-4.10675;0;0;0;99.66998;85.58902;0.0002450051;180.9532;-3.542868E-05
../lw_dataset/IMG/robocam_2018_01_19_17_52_13_308.jpg;-8.064725;0;0;0;99.66998;85.58902;0.0002477722;179.2512;-3.357444E-05
../lw_dataset/IMG/robocam_2018_01_19_17_52_13_374.jpg;-12.0657;0;0;0;99.66998;85.58902;0.0002497071;177.1987;-2.896542E-05
../lw_dataset/IMG/robocam_2018_01_19_17_52_13_442.jpg;-12.09839;0;0;0;99.66998;85.58902;0.0002511255;175.2627;-2.359998E-05
../lw_dataset/IMG/robocam_2018_01_19_17_52_13_509.jpg;-15;0;0;0;99.66998;85.58902;0.0002547373;171.7678;-1.232512E-05
../lw_dataset/IMG/robocam_2018_01_19_17_52_13_574.jpg;-15;0;0;0;99.66998;85.58902;0.0002570608;169.0678;-3.905295E-06
../lw_dataset/IMG/robocam_2018_01_19_17_52_13_642.jpg;-10.99102;0;0;0;99.66998;85.58902;0.0002583408;166.8443;1.179306E-06
../lw_dataset/IMG/robocam_2018_01_19_17_52_13_709.jpg;-6.97658;0.2007221;0;0;99.66927;85.58927;0.01654351;166.8018;-0.001688811
../lw_dataset/IMG/robocam_2018_01_19_17_52_13_776.jpg;-3.004894;0.3993064;0;0.02160332;99.66667;85.58992;0.07416702;166.6865;-0.002119488
../lw_dataset/IMG/robocam_2018_01_19_17_52_13_841.jpg;0;0.601183;0;0.03562652;99.66317;85.59077;0.1452968;166.641;-0.00219027
../lw_dataset/IMG/robocam_2018_01_19_17_52_13_909.jpg;0;0.8003999;0;0.06589546;99.65337;85.59308;0.3408848;166.7932;-0.002521772
../lw_dataset/IMG/robocam_2018_01_19_17_52_13_977.jpg;2.005486;1;0;0.1171924;99.64182;85.59573;0.5476999;166.8008;-0.0003561199
../lw_dataset/IMG/robocam_2018_01_19_17_52_14_042.jpg;2.108181;1;0;0.1770887;99.62733;85.59886;0.7724052;166.7157;-0.0008342393
../lw_dataset/IMG/robocam_2018_01_19_17_52_14_110.jpg;6.079743;1;0;0.2332558;99.60326;85.60365;1.094702;166.8702;-0.002161616
../lw_dataset/IMG/robocam_2018_01_19_17_52_14_176.jpg;10.14332;1;0;0.2941692;99.58136;85.60719;1.320168;167.2011;-0.005123789
../lw_dataset/IMG/robocam_2018_01_19_17_52_14_242.jpg;6.141356;1;0;0.3404133;99.56222;85.60983;1.249139;167.3485;-0.004119263
../lw_dataset/IMG/robocam_2018_01_19_17_52_14_310.jpg;2.160218;1;0;0.4074091;99.53162;85.61574;1.115488;167.4485;-0.0006469628
../lw_dataset/IMG/robocam_2018_01_19_17_52_14_376.jpg;0;1;0;0.4719858;99.50397;85.62178;1.0949;167.5307;-0.0005268745
